id,key,value,type
11303991,place,islet,regular
11303991,source,Bing,regular
11303991,natural,coastline,regular
11304105,source,PGS,regular
11304105,natural,coastline,regular
11304105,converted_by,mikes,regular
11304710,source,Bing,regular
11304710,natural,water,regular
11304791,source,PGS,regular
11304791,man_made,pier,regular
23332034,ref,CE-060,regular
23332034,name,Rodovia Doutor Mendel Steinbruch,regular
23332034,oneway,yes,regular
23332034,highway,primary,regular
23340440,highway,primary,regular
23340440,name,Avenida Doutor Mendel Steinbruch,regular
23340440,oneway,yes,regular
23341171,highway,primary,regular
23341171,name,Avenida Radialista João Ramos,regular
23341171,oneway,yes,regular
23341174,highway,primary,regular
23341174,name,Avenida Bernardo Manuel,regular
23341174,oneway,yes,regular
23403277,oneway,yes,regular
23403277,highway,primary_link,regular
23403278,oneway,yes,regular
23403278,highway,service,regular
23404084,name,Avenida Senador Carlos Jereissati,regular
23404084,layer,1,regular
23404084,oneway,yes,regular
23404084,highway,primary,regular
23404084,right,track,cycleway
23404084,bicycle,no,oneway
23404094,bridge,yes,regular
23404094,highway,primary,regular
23404094,layer,1,regular
23404094,name,Avenida Governador Raul Barbosa,regular
23404094,oneway,yes,regular
23404097,oneway,yes,regular
23404097,highway,primary_link,regular
23404098,oneway,yes,regular
23404098,highway,primary_link,regular
23404101,oneway,yes,regular
23404101,highway,primary_link,regular
23404104,lanes,2,regular
23404104,oneway,yes,regular
23404104,highway,primary_link,regular
23404104,surface,asphalt,regular
23404107,name,Rodovia BR-116 - Pista Lateral,regular
23404107,lanes,2,regular
23404107,oneway,yes,regular
23404107,highway,primary,regular
23404107,surface,asphalt,regular
23404110,name,Rua Adolfo Quixadá,regular
23404110,highway,residential,regular
23404111,oneway,yes,regular
23404111,highway,primary_link,regular
23404112,oneway,yes,regular
23404112,highway,primary_link,regular
23404114,oneway,yes,regular
23404114,highway,primary_link,regular
23404115,oneway,yes,regular
23404115,highway,primary_link,regular
23405813,name,Rua Interna,regular
23405813,highway,tertiary,regular
23405817,name,Rodovia Santos Dumont,regular
23405817,lanes,3,regular
23405817,layer,1,regular
23405817,bridge,yes,regular
23405817,oneway,yes,regular
23405817,highway,motorway,regular
23405817,surface,asphalt,regular
23405819,foot,yes,regular
23405819,highway,motorway,regular
23405819,lanes,3,regular
23405819,name,Rodovia Santos Dumont,regular
23405819,oneway,yes,regular
23405819,surface,asphalt,regular
23405820,name,Rodovia Santos Dumont,regular
23405820,lanes,3,regular
23405820,layer,1,regular
23405820,bridge,yes,regular
23405820,oneway,yes,regular
23405820,highway,motorway,regular
23405820,surface,asphalt,regular
23405821,oneway,yes,regular
23405821,highway,motorway_link,regular
23405822,layer,1,regular
23405822,bridge,yes,regular
23405822,oneway,yes,regular
23405822,highway,motorway_link,regular
23405824,layer,1,regular
23405824,bridge,yes,regular
23405824,oneway,yes,regular
23405824,highway,motorway_link,regular
23405826,highway,motorway,regular
23405826,lanes,3,regular
23405826,maxspeed,110,regular
23405826,name,Rodovia Santos Dumont,regular
23405826,oneway,yes,regular
23405826,surface,asphalt,regular
23405830,name,Avenida Aguanambi,regular
23405830,oneway,yes,regular
23405830,highway,primary,regular
23405831,name,Avenida Aguanambi,regular
23405831,oneway,yes,regular
23405831,highway,primary,regular
23405833,name,Rua Abaiara,regular
23405833,oneway,yes,regular
23405833,highway,residential,regular
23405835,name,Rua Deputado Oswaldo Studart,regular
23405835,oneway,yes,regular
23405835,highway,secondary,regular
23405838,highway,primary,regular
23405838,maxspeed,60,regular
23405838,name,Avenida Jovita Feitosa,regular
23405838,oneway,yes,regular
23405838,maxspeed,sign,source
23405838,surface,asphalt,regular
23405839,highway,primary,regular
23405839,lanes,2,regular
23405839,maxspeed,60,regular
23405839,name,Avenida Pontes Vieira,regular
23405839,oneway,yes,regular
23405839,maxspeed,sign,source
23405839,surface,asphalt,regular
23405842,bridge,yes,regular
23405842,highway,primary,regular
23405842,layer,1,regular
23405842,maxheight,4.4,regular
23405842,maxlength,6.5,regular
23405842,maxspeed,60,regular
23405842,maxwidth,2.2,regular
23405842,name,Avenida 13 de Maio,regular
23405842,oneway,yes,regular
23405842,maxspeed,sign,source
23405842,surface,asphalt,regular
23405843,bridge,yes,regular
23405843,highway,primary,regular
23405843,layer,1,regular
23405843,maxheight,4.4,regular
23405843,maxlength,6.5,regular
23405843,maxspeed,60,regular
23405843,maxwidth,2.2,regular
23405843,name,Avenida 13 de Maio,regular
23405843,oneway,yes,regular
23405843,maxspeed,sign,source
23405843,surface,asphalt,regular
23405845,highway,primary,regular
23405845,maxspeed,60,regular
23405845,name,Avenida Barão de Studart,regular
23405845,oneway,yes,regular
23405845,maxspeed,sign,source
23405845,surface,asphalt,regular
23405846,name,Avenida Santos Dumont,regular
23405846,oneway,yes,regular
23405846,highway,primary,regular
23405848,highway,primary,regular
23405848,name,Avenida Dioguinho,regular
23405848,oneway,yes,regular
23405850,oneway,yes,regular
23405850,highway,primary_link,regular
23405851,highway,primary_link,regular
23405851,oneway,yes,regular
23405852,highway,primary_link,regular
23405852,oneway,yes,regular
23405853,highway,primary_link,regular
23405853,oneway,yes,regular
23406493,name,Rua José Euclides,regular
23406493,highway,residential,regular
23406494,highway,primary,regular
23406494,maxspeed,60,regular
23406494,name,Avenida Aguanambi,regular
23406494,oneway,yes,regular
23406494,maxspeed,sign,source
23406494,surface,asphalt,regular
23406496,highway,primary,regular
23406496,maxheight,4.4,regular
23406496,maxlength,6.5,regular
23406496,maxspeed,60,regular
23406496,maxwidth,2.2,regular
23406496,name,Avenida 13 de Maio,regular
23406496,oneway,yes,regular
23406496,maxspeed,sign,source
23406496,surface,asphalt,regular
23406498,name,Rua José Euclides,regular
23406498,oneway,yes,regular
23406498,highway,residential,regular
23406499,name,Rua Juvenal Carvalho,regular
23406499,highway,residential,regular
23406500,layer,1,regular
23406500,bridge,yes,regular
23406500,oneway,yes,regular
23406500,highway,residential,regular
23406501,highway,tertiary,regular
23406501,name,Rua Dom Sebastião Leme,regular
23406501,oneway,yes,regular
23406502,highway,primary_link,regular
23406502,name,Avenida 13 de Maio,regular
23406502,oneway,yes,regular
23406502,surface,asphalt,regular
23406503,highway,primary_link,regular
23406503,name,Avenida 13 de Maio,regular
23406503,oneway,yes,regular
23406503,surface,asphalt,regular
23406504,highway,residential,regular
23406504,name,Rua Bonfim Sobrinho,regular
23406504,oneway,yes,regular
23406504,surface,asphalt,regular
23406507,oneway,yes,regular
23406507,highway,motorway_link,regular
24302331,natural,water,regular
24302332,water,wastewater,regular
24302332,source,image (Yahoo),regular
24302332,natural,water,regular
24302332,operator,CAGECE,regular
24302333,water,wastewater,regular
24302333,source,image (Yahoo),regular
24302333,natural,water,regular
24302333,operator,CAGECE,regular
24302334,water,wastewater,regular
24302334,source,image (Yahoo),regular
24302334,natural,water,regular
24302334,operator,CAGECE,regular
24302336,source,image (Yahoo),regular
24302336,waterway,stream,regular
24302337,landuse,reservoir,regular
24302341,name,Lagoa da Viúva,regular
24302341,water,lake,regular
24302341,source,image (Yahoo),regular
24302341,natural,water,regular
24302343,source,image (Yahoo),regular
24302343,waterway,stream,regular
24302348,waterway,river,regular
24302358,water,lake,regular
24302358,source,image (Yahoo),regular
24302358,natural,water,regular
24302360,gauge,1000,regular
24302360,layer,1,regular
24302360,tracks,1,regular
24302360,railway,light_rail,regular
24302360,electrified,contact_line,regular
24302360,preferred_direction,forward,railway
24302361,gauge,1000,regular
24302361,tracks,1,regular
24302361,railway,light_rail,regular
24302361,electrified,contact_line,regular
24302361,preferred_direction,forward,railway
24302362,gauge,1000,regular
24302362,layer,1,regular
24302362,bridge,yes,regular
24302362,tracks,1,regular
24302362,railway,light_rail,regular
24302362,electrified,contact_line,regular
24302362,preferred_direction,forward,railway
24302850,name,Lagoa de Maracanaú,regular
24302850,water,pond,regular
24302850,natural,water,regular
24302852,gauge,1000,regular
24302852,usage,main,regular
24302852,source,image (Yahoo),regular
24302852,railway,rail,regular
24302852,electrified,no,regular
24302853,gauge,1000,regular
24302853,tracks,1,regular
24302853,railway,light_rail,regular
24302853,electrified,contact_line,regular
24302853,preferred_direction,forward,railway
24302854,gauge,1000,regular
24302854,layer,1,regular
24302854,bridge,yes,regular
24302854,tracks,1,regular
24302854,railway,light_rail,regular
24302854,electrified,contact_line,regular
24302854,preferred_direction,forward,railway
24302855,gauge,1000,regular
24302855,layer,1,regular
24302855,bridge,yes,regular
24302855,tracks,1,regular
24302855,railway,light_rail,regular
24302855,electrified,contact_line,regular
24302855,preferred_direction,forward,railway
24302856,gauge,1000,regular
24302856,layer,1,regular
24302856,tracks,1,regular
24302856,railway,light_rail,regular
24302856,electrified,contact_line,regular
24302856,preferred_direction,forward,railway
24302857,gauge,1000,regular
24302857,railway,rail,regular
24302858,name,Ferrovia Transnordestina,regular
24302858,gauge,1000,regular
24302858,usage,main,regular
24302858,source,image (Yahoo),regular
24302858,railway,rail,regular
24302858,electrified,no,regular
24302859,electrified,no,regular
24302859,gauge,1000,regular
24302859,name,Ferrovia Transnordestina,regular
24302859,railway,rail,regular
24302859,source,image (Yahoo),regular
24302859,usage,main,regular
24302860,name,Cemitério São João Batista,regular
24302860,landuse,cemetery,regular
24302860,religion,christian,regular
24302860,denomination,roman_catholic,regular
24302861,landuse,railway,regular
24303355,name,Ferrovia Transnordestina,regular
24303355,gauge,1000,regular
24303355,layer,1,regular
24303355,usage,main,regular
24303355,bridge,yes,regular
24303355,source,image (Yahoo),regular
24303355,railway,rail,regular
24303355,electrified,no,regular
24303356,name,Ferrovia Transnordestina,regular
24303356,gauge,1000,regular
24303356,usage,main,regular
24303356,source,image (Yahoo),regular
24303356,railway,rail,regular
24303356,electrified,no,regular
24303370,name,Ferrovia Transnordestina,regular
24303370,gauge,1000,regular
24303370,usage,main,regular
24303370,source,image (Yahoo),regular
24303370,railway,rail,regular
24303370,electrified,no,regular
24330812,name,Lagoa do Opaia,regular
24330812,water,lake,regular
24330812,natural,water,regular
24330814,aeroway,runway,regular
24330814,length,2545,regular
24330814,surface,asphalt,regular
24330814,width,45,regular
24330815,aeroway,taxiway,regular
24330816,aeroway,taxiway,regular
24330817,aeroway,taxiway,regular
24330818,aeroway,taxiway,regular
24330821,aeroway,taxiway,regular
24330822,aeroway,taxiway,regular
24330823,aeroway,taxiway,regular
24330824,aeroway,taxiway,regular
24330825,aeroway,apron,regular
24330826,aeroway,taxiway,regular
24330828,aeroway,apron,regular
24332273,gauge,1000,regular
24332273,usage,main,regular
24332273,source,image,regular
24332273,railway,rail,regular
24332273,electrified,yes,regular
24332274,electrified,yes,regular
24332274,gauge,1000,regular
24332274,railway,rail,regular
24332274,source,image,regular
24332274,usage,main,regular
24332275,name,Avenida Senador Carlos Jereissati,regular
24332275,oneway,yes,regular
24332275,highway,primary,regular
24332276,highway,tertiary,regular
24332276,name,Rua 15 de Novembro,regular
24332276,oneway,no,regular
24332278,name,Rua Barão de Sobral,regular
24332278,lanes,2,regular
24332278,oneway,yes,regular
24332278,highway,secondary,regular
24332278,surface,asphalt,regular
24332278,maxspeed,60,regular
24332279,oneway,yes,regular
24332279,highway,primary_link,regular
24332280,oneway,yes,regular
24332280,highway,primary_link,regular
24332291,oneway,yes,regular
24332291,highway,motorway_link,regular
24332293,gauge,1000,regular
24332293,usage,main,regular
24332293,source,image,regular
24332293,railway,rail,regular
24332293,electrified,yes,regular
24332294,gauge,1000,regular
24332294,layer,1,regular
24332294,usage,main,regular
24332294,bridge,yes,regular
24332294,source,image,regular
24332294,railway,rail,regular
24332294,electrified,yes,regular
24332295,gauge,1000,regular
24332295,layer,1,regular
24332295,usage,main,regular
24332295,bridge,yes,regular
24332295,source,image,regular
24332295,railway,rail,regular
24332295,electrified,yes,regular
24332296,electrified,yes,regular
24332296,gauge,1000,regular
24332296,railway,rail,regular
24332296,source,image,regular
24332296,usage,main,regular
24332297,gauge,1000,regular
24332297,layer,-1,regular
24332297,usage,main,regular
24332297,source,image,regular
24332297,tunnel,yes,regular
24332297,railway,rail,regular
24332297,electrified,yes,regular
24332298,electrified,yes,regular
24332298,gauge,1000,regular
24332298,railway,rail,regular
24332298,source,image,regular
24332298,usage,main,regular
24332302,highway,primary,regular
24332302,maxspeed,60,regular
24332302,name,Avenida Desembargador Moreira,regular
24332302,oneway,yes,regular
24332302,maxspeed,sign,source
24332302,surface,asphalt,regular
24332307,name,Avenida Governador Raul Barbosa,regular
24332307,layer,1,regular
24332307,bridge,yes,regular
24332307,oneway,yes,regular
24332307,highway,primary,regular
24332307,right,lane,cycleway
24332307,bicycle,no,oneway
24332308,name,Avenida Governador Raul Barbosa,regular
24332308,layer,1,regular
24332308,bridge,yes,regular
24332308,oneway,yes,regular
24332308,highway,primary,regular
24332573,gauge,1000,regular
24332573,usage,main,regular
24332573,source,image,regular
24332573,railway,rail,regular
24332573,electrified,yes,regular
24332574,gauge,1000,regular
24332574,layer,1,regular
24332574,usage,main,regular
24332574,bridge,yes,regular
24332574,source,image,regular
24332574,railway,rail,regular
24332574,electrified,yes,regular
24332575,railway,rail,regular
24332577,landuse,railway,regular
24332578,railway,rail,regular
24332579,railway,rail,regular
24332858,railway,rail,regular
24332859,railway,rail,regular
24332860,railway,rail,regular
24332861,source,PGS,regular
24332861,man_made,pier,regular
24332864,highway,residential,regular
24332864,maxspeed,40,regular
24332864,name,Rua Major Weyne,regular
24332865,name,Lagoa de Porangabuçu,regular
24332865,landuse,reservoir,regular
24333289,water,pond,regular
24333289,natural,water,regular
24333290,ref,BR-020,regular
24333290,foot,yes,regular
24333290,name,Rodovia BR-020,regular
24333290,oneway,yes,regular
24333290,highway,trunk,regular
24333291,highway,primary,regular
24333291,maxspeed,60,regular
24333291,name,Avenida Bezerra de Menezes,regular
24333291,oneway,yes,regular
24333291,surface,asphalt,regular
24333292,oneway,yes,regular
24333292,highway,trunk_link,regular
24333293,name,Rua Coronel Correia,regular
24333293,oneway,yes,regular
24333293,highway,primary,regular
24333294,ref,CE-085,regular
24333294,oneway,yes,regular
24333294,highway,trunk_link,regular
24333294,surface,asphalt,regular
24333294,forward,1,lanes
24333297,name,Avenida Coronel Correia,regular
24333297,lanes,2,regular
24333297,oneway,yes,regular
24333297,highway,trunk,regular
24333297,surface,asphalt,regular
24333298,ref,CE-090,regular
24333298,name,Estrada José Aragão Albuquerque,regular
24333298,lanes,2,regular
24333298,oneway,yes,regular
24333298,highway,trunk,regular
24333298,surface,asphalt,regular
24333299,ref,CE-090,regular
24333299,name,Estrada José Aragão Albuquerque,regular
24333299,lanes,2,regular
24333299,oneway,yes,regular
24333299,highway,trunk,regular
24333299,surface,asphalt,regular
24333300,name,Açude,regular
24333300,water,reservoir,regular
24333300,natural,water,regular
24333301,name,Avenida Coronel Correia,regular
24333301,lanes,2,regular
24333301,oneway,yes,regular
24333301,highway,trunk,regular
24333301,surface,asphalt,regular
24333302,landuse,cemetery,regular
24333303,water,pond,regular
24333303,source,image,regular
24333303,natural,water,regular
24333304,source,image,regular
24333304,landuse,reservoir,regular
24333304,created_by,JOSM,regular
24333305,source,image,regular
24333305,landuse,reservoir,regular
24333305,created_by,JOSM,regular
24333306,source,image,regular
24333306,landuse,reservoir,regular
24333306,created_by,JOSM,regular
24333307,water,pond,regular
24333307,source,image,regular
24333307,natural,water,regular
24333308,source,image,regular
24333308,landuse,reservoir,regular
24333308,created_by,JOSM,regular
24333309,source,image,regular
24333309,landuse,reservoir,regular
24333309,created_by,JOSM,regular
24333310,source,image,regular
24333310,landuse,reservoir,regular
24334100,name,Ferrovia Transnordestina,regular
24334100,gauge,1000,regular
24334100,usage,main,regular
24334100,source,image,regular
24334100,railway,rail,regular
24334100,electrified,no,regular
24334111,oneway,yes,regular
24334111,highway,trunk_link,regular
24334113,oneway,yes,regular
24334113,highway,trunk_link,regular
24334118,ref,BR-222,regular
24334118,name,Rodovia BR-222,regular
24334118,lanes,2,regular
24334118,source,image,regular
24334118,highway,primary,regular
24334118,surface,asphalt,regular
24334125,name,Rua Barão de Ibiapaba,regular
24334125,oneway,yes,regular
24334125,highway,tertiary,regular
24334126,ref,Conjunto Nova Metrópole,regular
24334126,name,Avenida de Contorno Leste,regular
24334126,oneway,yes,regular
24334126,highway,primary,regular
24334126,surface,paved,regular
24334126,postal_code,61658030,regular
24334127,water,wastewater,regular
24334127,landuse,reservoir,regular
24334127,natural,water,regular
24334128,water,wastewater,regular
24334128,landuse,reservoir,regular
24334128,natural,water,regular
24334129,foot,yes,regular
24334129,oneway,yes,regular
24334129,highway,trunk,regular
24334130,ref,BR-020,regular
24334130,foot,yes,regular
24334130,name,BR-020,regular
24334130,oneway,yes,regular
24334130,highway,trunk,regular
24334131,electrified,no,regular
24334131,gauge,1000,regular
24334131,name,Ferrovia Transnordestina,regular
24334131,railway,rail,regular
24334131,source,image,regular
24334131,usage,main,regular
24334134,name,Ferrovia Transnordestina,regular
24334134,gauge,1000,regular
24334134,usage,main,regular
24334134,source,image,regular
24334134,railway,rail,regular
24334134,electrified,no,regular
24334337,source,image,regular
24334337,landuse,reservoir,regular
24334337,created_by,JOSM,regular
24334338,water,wastewater,regular
24334338,landuse,reservoir,regular
24334338,natural,water,regular
24334339,source,image,regular
24334339,landuse,reservoir,regular
24334340,source,image,regular
24334340,landuse,reservoir,regular
24334341,source,image,regular
24334341,landuse,reservoir,regular
24334342,gauge,1000,regular
24334342,usage,branch,regular
24334342,railway,rail,regular
24334342,electrified,no,regular
24334343,gauge,1000,regular
24334343,layer,1,regular
24334343,usage,branch,regular
24334343,bridge,yes,regular
24334343,railway,rail,regular
24334343,electrified,no,regular
24334344,gauge,1000,regular
24334344,usage,branch,regular
24334344,railway,rail,regular
24334344,electrified,no,regular
24334346,gauge,1000,regular
24334346,layer,1,regular
24334346,usage,branch,regular
24334346,bridge,yes,regular
24334346,railway,rail,regular
24334346,electrified,no,regular
24334347,electrified,no,regular
24334347,gauge,1000,regular
24334347,railway,rail,regular
24334347,usage,branch,regular
24334348,gauge,1000,regular
24334348,layer,-1,regular
24334348,usage,branch,regular
24334348,tunnel,yes,regular
24334348,railway,rail,regular
24334348,electrified,no,regular
24334349,gauge,1000,regular
24334349,usage,branch,regular
24334349,railway,rail,regular
24334349,electrified,no,regular
24334350,source,image,regular
24334350,natural,water,regular
24334351,highway,tertiary,regular
24334351,name,Avenida Edson Magalhães,regular
24334351,oneway,yes,regular
24334351,source,image,regular
24334352,name,Avenida do Contorno Oeste,regular
24334352,oneway,yes,regular
24334352,source,image,regular
24334352,highway,tertiary,regular
24334656,name,Avenida Cruzeiro do Sul,regular
24334656,highway,primary,regular
24334657,name,Avenida Cruzeiro do Sul,regular
24334657,highway,primary,regular
24334658,name,Rua Coronel Correia,regular
24334658,highway,primary,regular
24392130,source,image,regular
24392130,landuse,reservoir,regular
24392130,natural,water,regular
24392131,name,Lagoa do Colosso,regular
24392131,source,image,regular
24392131,landuse,reservoir,regular
24392132,source,image,regular
24392132,landuse,reservoir,regular
24392133,source,image,regular
24392133,landuse,reservoir,regular
24392133,created_by,JOSM,regular
24395455,highway,primary,regular
24395455,name,Avenida 13 de Maio,regular
24395455,oneway,yes,regular
24395455,surface,asphalt,regular
24395456,name,Mercado Central,regular
24395456,amenity,marketplace,regular
24395456,building,yes,regular
24395457,fee,yes,regular
24395457,amenity,parking,regular
24395457,supervised,yes,regular
24395458,highway,primary,regular
24395458,maxspeed,60,regular
24395458,name,Avenida Domingos Olimpio,regular
24395458,oneway,yes,regular
24395458,maxspeed,sign,source
24395458,surface,asphalt,regular
24395460,name,Rua Mestre Rosa,regular
24395460,oneway,yes,regular
24395460,highway,residential,regular
24395462,name,Rua Joaquim Magalhães,regular
24395462,highway,residential,regular
24395463,name,Rua Sousa Girão,regular
24395463,highway,residential,regular
24395464,name,Rua Doutor José Vitor,regular
24395464,highway,residential,regular
24395465,name,Rua Doctor José Vitor,regular
24395465,oneway,yes,regular
24395465,highway,residential,regular
24395466,name,Rua Carlos Ribeiro,regular
24395466,oneway,yes,regular
24395466,highway,residential,regular
24395468,name,Rua Arthur Timóteo,regular
24395468,highway,residential,regular
24395469,highway,residential,regular
24395469,name,Rua Arthur Timóteo,regular
24395469,oneway,yes,regular
24395469,surface,asphalt,regular
24395470,name,Rua Alto Santo,regular
24395470,highway,residential,regular
24395471,name,Rua Doutor João de Deus,regular
24395471,oneway,yes,regular
24395471,highway,residential,regular
24395472,name,Rua Doutor João de Deus,regular
24395472,highway,residential,regular
24395473,name,Rua Padre Roma,regular
24395473,highway,residential,regular
24395474,name,Rua Padre Roma,regular
24395474,oneway,yes,regular
24395474,highway,residential,regular
24395475,name,Rua Padre Matos Serra,regular
24395475,oneway,yes,regular
24395475,highway,tertiary,regular
24395476,name,Rua Padre Matos Serra,regular
24395476,highway,residential,regular
24395477,name,Rua Alto Santo,regular
24395477,highway,residential,regular
24395479,name,Rua Padre Miguelino,regular
24395479,oneway,yes,regular
24395479,highway,tertiary,regular
24395480,highway,residential,regular
24395480,name,Rua Juvenal Galeno,regular
24395480,oneway,yes,regular
24395480,surface,asphalt,regular
24395481,name,Rua Coronel Sólon,regular
24395481,oneway,yes,regular
24395481,highway,tertiary,regular
24395482,name,Rua Coronel Sólon,regular
24395482,highway,residential,regular
24395483,highway,primary_link,regular
24395483,oneway,yes,regular
24395483,surface,asphalt,regular
24395484,name,Rua Lauro Maia,regular
24395484,oneway,yes,regular
24395484,highway,residential,regular
24395485,source,Bing,regular
24395485,highway,service,regular
24395485,service,parking_aisle,regular
24395486,name,Rua Milton Espíndola Pinheiro,regular
24395486,highway,residential,regular
24395487,name,Rua João Filho,regular
24395487,highway,residential,regular
24395488,name,Rua João Filho,regular
24395488,highway,residential,regular
24395489,highway,residential,regular
24395489,name,Rua Guilherme Moreira,regular
24395490,name,Rua Guilherme Moreira,regular
24395490,highway,residential,regular
24395491,name,Rua Felino Barroso,regular
24395491,highway,residential,regular
24395492,name,Rua Jaime Benevolo,regular
24395492,oneway,yes,regular
24395492,highway,tertiary,regular
24395494,name,Rua Justiniano de Serpa,regular
24395494,highway,residential,regular
24395496,highway,residential,regular
24395496,name,Rua Monsenhor Otávio de Castro,regular
24395496,oneway,yes,regular
24395497,name,Rua Carolino de Aquino,regular
24395497,highway,residential,regular
24395502,highway,secondary,regular
24395502,name,Rua Soriano Albuquerque,regular
24395502,oneway,yes,regular
24395502,surface,asphalt,regular
24395503,highway,secondary,regular
24395503,name,Rua Coronel Pergentino Ferreira,regular
24395503,oneway,yes,regular
24395503,surface,asphalt,regular
24395504,right,lane,cycleway
24395504,highway,secondary,regular
24395504,name,Rua Soriano Albuquerque,regular
24395504,oneway,no,regular
24395504,surface,asphalt,regular
24395508,name,Rua Barão de Aratanha,regular
24395508,oneway,yes,regular
24395508,highway,tertiary,regular
24395510,highway,secondary,regular
24395510,name,Avenida Luciano Carneiro,regular
24395510,oneway,yes,regular
24395510,surface,asphalt,regular
24395511,name,Avenida Lauro Vieira Chaves,regular
24395511,oneway,yes,regular
24395511,highway,secondary,regular
24395513,name,Rua Solon Pinheiro,regular
24395513,oneway,yes,regular
24395513,highway,residential,regular
24395514,name,Rua Eusébio de Sousa,regular
24395514,highway,residential,regular
24395515,name,Rua Monsenhor Liberato,regular
24395515,highway,residential,regular
24395516,name,Rua Conselheiro Tristão,regular
24395516,highway,residential,regular
24395517,name,Rua Conselheiro Tristão,regular
24395517,highway,residential,regular
24395518,name,Rua Doutor Costa Araújo,regular
24395518,oneway,yes,regular
24395518,highway,residential,regular
24395520,name,Rua Deputado João Pontes,regular
24395520,oneway,yes,regular
24395520,highway,residential,regular
24395521,name,Rua da Assunção,regular
24395521,oneway,yes,regular
24395521,highway,residential,regular
24395522,name,Rua Antônio Pompeu,regular
24395522,oneway,yes,regular
24395522,highway,residential,regular
24395523,highway,secondary,regular
24395523,name,Avenida Visconde do Rio Branco,regular
24395523,oneway,yes,regular
24395523,surface,asphalt,regular
24395524,name,Rua Pedro Pereira,regular
24395524,oneway,yes,regular
24395524,highway,residential,regular
24404179,name,Avenida dos Expedicionários,regular
24404179,oneway,yes,regular
24404179,highway,secondary,regular
24404180,oneway,yes,regular
24404180,highway,service,regular
24404181,highway,secondary,regular
24404181,name,Rua Barão do Rio Branco,regular
24404181,oneway,yes,regular
24404181,surface,asphalt,regular
24404182,highway,secondary,regular
24404182,name,Avenida dos Expedicionários,regular
24404182,oneway,yes,regular
24404182,surface,asphalt,regular
24404183,highway,residential,regular
24404183,name,Rua Paulino Nogueira,regular
24404183,oneway,yes,regular
24404184,amenity,parking,regular
24404185,highway,primary,regular
24404185,lanes,4,regular
24404185,psv,2,lanes
24404185,maxspeed,60,regular
24404185,name,Avenida Bezerra de Menezes,regular
24404185,oneway,yes,regular
24404185,surface,asphalt,regular
24404186,ref,BR-020,regular
24404186,name,Avenida Mister Hull,regular
24404186,oneway,yes,regular
24404186,highway,trunk,regular
24404187,name,Avenida Mister Hull,regular
24404187,oneway,yes,regular
24404187,highway,trunk,regular
24404188,ref,BR-020,regular
24404188,foot,yes,regular
24404188,name,Rodovia BR-020,regular
24404188,layer,1,regular
24404188,bridge,yes,regular
24404188,oneway,yes,regular
24404188,highway,trunk,regular
24404189,foot,yes,regular
24404189,name,Rodovia BR-020,regular
24404189,layer,1,regular
24404189,bridge,yes,regular
24404189,oneway,yes,regular
24404189,highway,trunk,regular
24404190,ref,BR-020,regular
24404190,foot,yes,regular
24404190,name,Rodovia BR-020,regular
24404190,oneway,yes,regular
24404190,highway,trunk,regular
24404191,ref,BR-020,regular
24404191,foot,yes,regular
24404191,name,Rodovia BR-020,regular
24404191,oneway,yes,regular
24404191,highway,trunk,regular
24404192,foot,yes,regular
24404192,name,Rodovia BR-020,regular
24404192,layer,1,regular
24404192,bridge,yes,regular
24404192,oneway,yes,regular
24404192,highway,trunk,regular
24404193,ref,BR-020,regular
24404193,foot,yes,regular
24404193,name,Rodovia BR-020,regular
24404193,oneway,yes,regular
24404193,highway,trunk,regular
24404195,foot,yes,regular
24404195,name,Rodovia BR-020,regular
24404195,layer,1,regular
24404195,bridge,yes,regular
24404195,oneway,yes,regular
24404195,highway,trunk,regular
24404196,ref,BR-020,regular
24404196,foot,yes,regular
24404196,name,Rodovia BR-020,regular
24404196,oneway,yes,regular
24404196,highway,trunk,regular
24404197,ref,BR-020,regular
24404197,foot,yes,regular
24404197,name,Rodovia BR-020,regular
24404197,layer,1,regular
24404197,bridge,yes,regular
24404197,oneway,yes,regular
24404197,highway,trunk,regular
24404198,ref,BR-020,regular
24404198,name,Rodovia BR-020,regular
24404198,oneway,yes,regular
24404198,highway,trunk,regular
24404199,ref,BR-020,regular
24404199,foot,yes,regular
24404199,name,Rodovia BR-020,regular
24404199,layer,1,regular
24404199,bridge,yes,regular
24404199,oneway,yes,regular
24404199,highway,trunk,regular
24404200,oneway,yes,regular
24404200,highway,tertiary_link,regular
24404201,highway,tertiary,regular
24404201,name,Avenida Mister Hull,regular
24404201,oneway,yes,regular
24404201,surface,asphalt,regular
24404202,highway,tertiary,regular
24404202,name,Rua Meton de Alencar,regular
24404202,oneway,yes,regular
24404202,surface,asphalt,regular
24404204,name,Rua Carlos Severo,regular
24404204,highway,residential,regular
24404205,name,Travessa Raimundo Lopes,regular
24404205,highway,residential,regular
24404332,highway,primary,regular
24404332,name,Avenida Eduardo Girão,regular
24404332,oneway,yes,regular
24404332,surface,asphalt,regular
24404333,highway,residential,regular
24404333,name,Rua Deputado Oswaldo Studart,regular
24404333,oneway,yes,regular
24404333,surface,asphalt,regular
24406878,gauge,1000,regular
24406878,tracks,1,regular
24406878,railway,light_rail,regular
24406878,electrified,contact_line,regular
24406878,preferred_direction,forward,railway
24406887,water,wastewater,regular
24406887,source,image,regular
24406887,landuse,reservoir,regular
24406887,natural,water,regular
